Account ID;Customer Name;Account Type;Branch;Transaction Type;Transaction Amount;Account Balance;Currency
ACC03047;Sherri Maddox;Current;Phoenix;Credit;3990,71;169,24;JPY
ACC03048;Kelly Valdez;Current;New York;Credit;727,05;86798,5;JPY
ACC03049;Anthony Reynolds;Fixed Deposit;New York;Credit;2963,12;97265,16;USD
ACC03050;Paula Ramirez;Savings;Houston;Debit;976,26;8196,14;GBP
ACC03051;Benjamin Martinez;Savings;Chicago;Credit;1295,26;98962,04;USD
ACC03052;Brittany Schwartz;Current;San Antonio;Credit;731,76;75542,15;JPY
ACC03053;Rachel Byrd;Recurring Deposit;San Diego;Credit;933,69;52633,22;JPY
ACC03054;Adam Schultz;Savings;San Diego;Debit;3159,3;25841,3;EUR
ACC03055;Patricia Brown;Current;New York;Debit;2780,35;66766,11;INR
ACC03056;Lindsey Romero;Current;Philadelphia;Credit;1759,14;28192,06;EUR
ACC03057;Sean Lee;Recurring Deposit;San Antonio;Debit;879,08;86933,36;GBP
ACC03058;Randall Bell;Fixed Deposit;San Diego;Debit;968,88;68418,77;JPY
ACC03059;Daisy Ross;Savings;Houston;Credit;24,51;42186,21;JPY
ACC03060;Logan Guzman;Current;Phoenix;Debit;935,13;12880,98;INR
ACC03061;Rebecca Conrad;Recurring Deposit;San Diego;Debit;938,03;54385,19;JPY
ACC03062;Ryan Schroeder;Fixed Deposit;Chicago;Debit;2969,76;42683,34;INR
ACC03063;Scott Cox;Fixed Deposit;Chicago;Debit;4966,22;42557,55;GBP
ACC03064;Tiffany Flores;Fixed Deposit;San Antonio;Credit;2791,19;74924,21;INR
ACC03065;Brian Brown;Recurring Deposit;San Antonio;Debit;2707,52;53866,13;USD
ACC03066;Timothy Arellano;Savings;Houston;Debit;2383,31;32625,4;JPY
ACC03067;Patrick Larson;Fixed Deposit;Phoenix;Credit;3364,48;19261,89;GBP
ACC03068;Cynthia Perkins;Savings;Houston;Credit;3733,52;56565,82;GBP
ACC03069;Kristi Ewing;Recurring Deposit;Philadelphia;Debit;926,05;72511,37;USD
ACC03070;Tiffany Richards;Current;Chicago;Debit;3168,59;51710,62;JPY
ACC03071;Angela Roberts;Savings;Philadelphia;Debit;1427,07;12313,16;GBP
ACC03072;Alexis Serrano;Fixed Deposit;Los Angeles;Debit;3911,11;15661,64;USD
ACC03073;Janet Boyd;Current;Chicago;Debit;3965,02;28899,78;EUR
ACC03074;Keith Glenn;Recurring Deposit;San Diego;Debit;4211,28;75606,66;JPY
ACC03075;Michael Smith;Recurring Deposit;San Diego;Credit;970,41;50302,6;INR
ACC03076;Tammy Shields;Savings;New York;Credit;3372,74;16446,2;INR
ACC03077;Heather Chavez;Current;San Diego;Credit;1969,68;74480,24;USD
ACC03078;Diane Wiggins;Current;Philadelphia;Credit;2143,23;44304,34;EUR
ACC03079;Charles Maxwell;Recurring Deposit;Houston;Credit;3317,65;11336,97;USD
ACC03080;Peter Brown;Recurring Deposit;San Antonio;Credit;3145,09;13606,94;INR
ACC03081;Linda Watkins;Savings;Philadelphia;Debit;1699,12;66861,1;USD
ACC03082;Craig Powers;Fixed Deposit;San Antonio;Credit;956,7;4382,79;USD
ACC03083;Catherine Ashley;Recurring Deposit;Los Angeles;Debit;2732,97;45561,58;INR
ACC03084;Carol Sparks;Current;New York;Debit;3543,39;3967,9;USD
ACC03085;Xavier Robles;Recurring Deposit;San Antonio;Debit;2961,68;42364;EUR
ACC03086;Antonio Mitchell;Current;San Diego;Credit;2542,67;74104,27;USD
ACC03087;Alison Sanchez;Recurring Deposit;Phoenix;Debit;3221,22;30968,17;INR
ACC03088;Katelyn Dougherty;Savings;Philadelphia;Debit;4165,7;1513,39;JPY
ACC03089;Kara Pitts;Fixed Deposit;San Diego;Debit;280,59;98354,69;INR
ACC03090;Joseph Yu;Current;New York;Credit;4212,46;66992,9;INR
ACC03091;Alan Horne;Current;Los Angeles;Debit;2248,68;83731,31;INR
ACC03092;Sherry Sexton;Savings;San Antonio;Debit;3455,36;95853,77;JPY
ACC03093;Patricia Pearson;Savings;New York;Debit;1986,47;33693,83;USD
ACC03094;Chad Gordon;Fixed Deposit;Phoenix;Debit;1274,03;3459,36;INR
ACC03095;Mary Ramirez;Fixed Deposit;Los Angeles;Debit;3703,51;46162,24;GBP
ACC03096;Jeffrey Rodriguez;Savings;San Diego;Debit;3039,41;14727,99;USD
ACC03097;Ernest Ward;Savings;San Antonio;Debit;1139,34;49023,79;INR
ACC03098;Bonnie Peterson;Fixed Deposit;Houston;Debit;3534,8;23444,48;INR
ACC03099;Amber Wong;Fixed Deposit;Houston;Debit;3795,77;67529,47;JPY
ACC03100;Patrick Lee;Current;New York;Debit;4944,56;34752,68;INR
ACC03101;Brandi Gordon;Recurring Deposit;Los Angeles;Debit;4296,73;67142,43;USD
ACC03102;Daniel Frazier;Fixed Deposit;San Antonio;Credit;1838,23;3758,44;JPY
ACC03103;Amber Smith;Fixed Deposit;Philadelphia;Credit;1319,27;64663,68;USD
ACC03104;Jeffrey Johnson;Recurring Deposit;Philadelphia;Debit;3322,69;48480,92;GBP
ACC03105;Karen Mccarthy;Fixed Deposit;Houston;Credit;2856,51;8059,25;EUR
ACC03106;Christopher Hernandez;Recurring Deposit;Los Angeles;Credit;3734,98;33808,25;GBP
ACC03107;David Hayden;Savings;Chicago;Credit;4157,64;56953,73;EUR
ACC03108;Heidi Valencia;Fixed Deposit;San Diego;Credit;4266,86;60949,68;INR
ACC03109;Jessica Jarvis;Savings;Chicago;Debit;1301,58;8733,3;EUR
ACC03110;Ryan Barrett;Fixed Deposit;Houston;Credit;4279,58;13480,9;INR
ACC03111;Raymond Gray;Current;Philadelphia;Debit;1685,63;71921,94;GBP
ACC03112;Jamie Daniels;Fixed Deposit;New York;Credit;1922,51;25141,64;JPY
ACC03113;Margaret Davidson;Fixed Deposit;Houston;Debit;1267,24;25757,6;JPY
ACC03114;William Gutierrez;Fixed Deposit;Phoenix;Credit;3235,32;30217,36;JPY
ACC03115;Shelley Brown;Savings;San Diego;Credit;2848,18;58318,84;GBP
ACC03116;Jessica Thompson;Current;San Antonio;Credit;2380,36;50052,55;USD
ACC03117;Nicole Robinson;Current;New York;Credit;1054,1;40697,33;INR
ACC03118;Mr. Mark Baker;Current;Philadelphia;Credit;1064,92;30456,08;GBP
ACC03119;John Parrish;Current;San Diego;Debit;4146,41;84827,54;JPY
ACC03120;Jacqueline Riley;Fixed Deposit;Los Angeles;Debit;4364,19;74012,45;INR
ACC03121;Kevin Deleon;Recurring Deposit;San Antonio;Credit;3402,53;82178,63;USD
ACC03122;Brandon Alvarez;Recurring Deposit;Phoenix;Credit;3457,07;7379,66;EUR
ACC03123;Mary Erickson;Current;New York;Credit;3988,45;43830,96;JPY
ACC03124;Jonathon Nguyen;Fixed Deposit;Philadelphia;Credit;4009,14;73500,62;GBP
ACC03125;Adam Peterson;Fixed Deposit;Houston;Debit;598,04;93055,27;USD
ACC03126;Scott Campbell;Savings;Los Angeles;Debit;2431,71;83547;USD
ACC03127;Kimberly Huerta;Fixed Deposit;Chicago;Credit;4757,75;11037,6;GBP
ACC03128;Joshua Mason;Current;Chicago;Credit;90;55542,42;USD
ACC03129;Edward Stephenson;Recurring Deposit;Houston;Debit;2923,15;10443,38;JPY
ACC03130;Christine Jackson;Savings;Phoenix;Debit;690,15;46698,76;GBP
ACC03131;Mark Mcbride;Savings;Los Angeles;Credit;70,05;21281,23;JPY
ACC03132;Walter Orr;Recurring Deposit;San Antonio;Debit;2766,6;98443,56;JPY
ACC03133;Linda Wilson;Savings;Los Angeles;Debit;3401,55;98506,22;INR
ACC03134;Donna Murray;Current;New York;Debit;4762,48;20727,76;INR
ACC03135;Meghan Jacobs;Recurring Deposit;New York;Credit;4239,77;83118,63;USD
ACC03136;Stephanie Howell;Savings;Los Angeles;Debit;4746,23;16885,46;JPY
ACC03137;Alejandro Bailey;Fixed Deposit;Chicago;Credit;3512,26;72247,25;JPY
ACC03138;Dr. Stephanie Clarke;Savings;Philadelphia;Credit;4797,55;37028,19;JPY
ACC03139;Christopher Fisher;Recurring Deposit;Chicago;Credit;152,19;93755,1;INR
ACC03140;Claire Jones;Current;Los Angeles;Credit;3886,65;26822,02;INR
ACC03141;Breanna Parsons;Savings;San Diego;Credit;119,61;99910,68;USD
ACC03142;Derrick Weeks;Recurring Deposit;Phoenix;Debit;271;59423,36;USD
ACC03143;Susan Brooks;Recurring Deposit;Los Angeles;Credit;2033,77;76148,29;JPY
ACC03144;Linda Johnson;Savings;Houston;Credit;3939,05;85813,29;EUR
ACC03145;Daniel Navarro;Recurring Deposit;Philadelphia;Debit;338,19;97751,81;JPY
ACC03146;Donald Perez;Recurring Deposit;San Diego;Credit;4251,72;98382,54;JPY
ACC03147;Jonathan Cain;Fixed Deposit;Chicago;Debit;3421,22;24017,81;GBP
ACC03148;Pamela Deleon;Savings;Philadelphia;Debit;4440,57;75880,62;USD
ACC03149;Travis Mcknight;Recurring Deposit;Houston;Credit;1682,44;16980,45;JPY
ACC03150;Lisa Turner;Current;Chicago;Credit;53,52;65403,75;EUR
ACC03151;Julia Steele;Savings;New York;Debit;3860,11;37469,43;INR
ACC03152;Jennifer Davenport;Savings;Phoenix;Credit;4675,22;27999,8;EUR
ACC03153;Susan Young;Recurring Deposit;San Antonio;Credit;833,85;58846,22;INR
ACC03154;Aaron Anderson;Savings;San Diego;Credit;2972,47;19594,61;JPY
ACC03155;Monique Garner;Fixed Deposit;Houston;Credit;3905,88;56865,83;USD
ACC03156;Amanda Wallace;Fixed Deposit;Houston;Debit;899,43;61992,11;JPY
ACC03157;Shawn Evans;Current;Houston;Credit;4868,55;31594,35;JPY
ACC03158;Jonathan Ramirez;Current;Houston;Debit;2764,6;98916,46;INR
ACC03159;Edward Mason;Fixed Deposit;New York;Credit;3404,14;75638,39;INR
ACC03160;Patrick Barnett;Savings;Phoenix;Credit;4984,29;86012,94;INR
ACC03161;Steven Mcmillan;Savings;Chicago;Credit;1889,86;8668,64;USD
ACC03162;Angela Brown;Recurring Deposit;Houston;Debit;1613,74;24688,4;INR
ACC03163;Nathan Hartman;Savings;New York;Credit;2528,76;81391,32;EUR
ACC03164;James Perez;Fixed Deposit;Phoenix;Credit;2930,14;72227,03;INR
ACC03165;Harold Ramirez;Savings;Houston;Credit;3937,56;17602,38;USD
ACC03166;Elizabeth Baker;Recurring Deposit;Philadelphia;Debit;2037,91;68461,81;USD
ACC03167;Diane Benson;Current;Chicago;Debit;3745,43;59874,44;USD
ACC03168;Gary Gilbert;Recurring Deposit;Chicago;Credit;1460,43;52363,09;EUR
ACC03169;Robin Castro;Savings;Phoenix;Debit;3986,67;38015,51;EUR
ACC03170;Amanda Henry;Savings;San Diego;Debit;391,89;90665,75;USD
ACC03171;Susan Oneal;Fixed Deposit;Philadelphia;Debit;492,42;76672,73;GBP
ACC03172;April Parker;Current;Philadelphia;Credit;4948,8;25278,51;USD
ACC03173;Brent Ortiz;Current;Los Angeles;Debit;1934,16;32666,02;USD
ACC03174;Courtney Johnson;Recurring Deposit;Phoenix;Credit;2227,41;38812,42;GBP
ACC03175;Cynthia Clark;Current;New York;Credit;2599,73;77091,36;JPY
ACC03176;Robert Lee;Fixed Deposit;San Diego;Credit;3895,21;25236,38;USD
ACC03177;Amanda Henson;Current;Phoenix;Credit;2000,87;23668,52;GBP
ACC03178;Douglas Powell;Current;Phoenix;Credit;3019,11;67695,28;EUR
ACC03179;Colleen Price;Fixed Deposit;Phoenix;Credit;3880,72;99958,01;INR
ACC03180;Vernon Smith;Recurring Deposit;Phoenix;Credit;1905,3;24524,15;EUR
ACC03181;Lori Howard;Fixed Deposit;Phoenix;Debit;3529,03;1778,58;JPY
ACC03182;Stephen Lang;Savings;Philadelphia;Debit;501,8;83651,11;EUR
ACC03183;Samantha Wade;Recurring Deposit;Los Angeles;Debit;2987,56;45933,57;GBP
ACC03184;Christopher Little;Fixed Deposit;Houston;Debit;3835,92;53759,12;EUR
ACC03185;Brittany Sanders;Current;Philadelphia;Debit;2937,3;60407,16;INR
ACC03186;Brian Martin;Savings;Philadelphia;Credit;805,82;96093,91;GBP
ACC03187;Monique Navarro MD;Fixed Deposit;Houston;Credit;2967,28;70825,18;USD
ACC03188;Ricky Coleman;Recurring Deposit;Los Angeles;Debit;1814,99;16209,92;EUR
ACC03189;Katelyn Jimenez;Fixed Deposit;Chicago;Credit;2114,29;9927,59;USD
ACC03190;Gerald Hill;Recurring Deposit;Houston;Credit;739,46;24558;EUR
ACC03191;James Bailey;Savings;Philadelphia;Debit;197,06;73904,65;USD
ACC03192;Clayton Craig;Savings;San Diego;Debit;2776,02;19946,85;INR
ACC03193;Heather Garcia;Fixed Deposit;New York;Credit;1152,86;84936,48;USD
ACC03194;Kevin Shields;Savings;New York;Debit;1034,35;14923,02;JPY
ACC03195;Amanda Jenkins;Fixed Deposit;Houston;Debit;3485,97;5190,66;USD
ACC03196;Karen Macias;Savings;Philadelphia;Debit;1727,18;33663,14;INR
ACC03197;Sharon Flores;Current;Phoenix;Debit;4210,88;1157,31;USD
ACC03198;Bryan Manning;Fixed Deposit;San Diego;Credit;2005,59;62401,88;USD
ACC03199;Sydney Smith;Current;Philadelphia;Debit;1116,3;1759,77;JPY
ACC03200;Katherine Benitez;Fixed Deposit;San Antonio;Debit;3109,38;85825,46;JPY
ACC03201;Tyler Rodriguez;Recurring Deposit;Phoenix;Credit;527,62;13074,33;JPY
ACC03202;Laura Mitchell;Savings;Los Angeles;Debit;3077,23;57326,91;EUR
ACC03203;Cory Miller;Current;Los Angeles;Debit;1049,85;31439,09;EUR
ACC03204;Jonathan Duncan;Current;Chicago;Debit;2085,26;78242,74;JPY
ACC03205;John Hogan;Fixed Deposit;Philadelphia;Debit;1365,43;71165,1;GBP
ACC03206;Albert Oneal;Fixed Deposit;San Diego;Credit;592,55;47495,61;USD
ACC03207;Melissa Price;Recurring Deposit;Chicago;Debit;1376,49;81012,62;EUR
ACC03208;Michael Moore;Savings;Philadelphia;Credit;181,78;35689,98;INR
ACC03209;Richard Smith;Savings;New York;Debit;1541,48;41156,87;USD
ACC03210;James Sutton;Fixed Deposit;Chicago;Credit;2020,6;34297,55;GBP
ACC03211;Amanda Avila;Current;Los Angeles;Debit;4052,6;19645,5;INR
ACC03212;Theresa Wright;Savings;San Diego;Credit;1974,86;58093,69;USD
ACC03213;Renee Clayton;Current;Phoenix;Debit;3356,49;34343,04;EUR
ACC03214;Dawn Stanton;Savings;Houston;Credit;4180,64;38640,53;USD
ACC03215;Jessica Gallegos;Current;New York;Credit;4157,4;32747,67;USD
ACC03216;Marie Christian;Current;San Diego;Credit;233,61;55831,66;GBP
ACC03217;Mr. David Dominguez;Savings;Philadelphia;Debit;1711,83;67174,26;USD
ACC03218;Dr. Taylor Green;Current;Philadelphia;Credit;2078,34;61001,93;JPY
ACC03219;Jessica Fritz;Savings;Houston;Debit;1433,54;26604,24;GBP
ACC03220;Edward Robinson;Fixed Deposit;San Antonio;Credit;1925,88;54978,36;GBP
ACC03221;Rebecca Dillon;Fixed Deposit;New York;Credit;3222,72;6324,02;EUR
ACC03222;Melanie Armstrong;Savings;Houston;Credit;4938,27;89802,78;INR
ACC03223;Gloria Rush;Savings;San Antonio;Credit;3007,89;35750,59;JPY
ACC03224;Sara Nelson;Fixed Deposit;New York;Credit;4878,49;66610,71;GBP
ACC03225;Cathy Bullock;Recurring Deposit;Houston;Debit;3128,26;38153,17;INR
ACC03226;Jamie Harris;Recurring Deposit;San Diego;Debit;4173;71943,12;EUR
ACC03227;Bethany Chandler;Fixed Deposit;San Diego;Credit;1838,04;20741,22;GBP
ACC03228;Nichole Jennings;Fixed Deposit;New York;Credit;768,6;10071,35;GBP
ACC03229;Andrew Peterson;Current;San Diego;Debit;4286,75;37862,23;USD
ACC03230;Jose Ross;Current;Phoenix;Credit;3946,45;28189,24;INR
ACC03231;Monica Merritt;Fixed Deposit;Philadelphia;Credit;3233,43;65635,63;USD
ACC03232;Joshua Lopez;Fixed Deposit;Chicago;Debit;466,99;95396,18;EUR
ACC03233;David Chandler;Current;San Diego;Debit;1399,72;17313,79;INR
ACC03234;Nathaniel Murphy;Recurring Deposit;Phoenix;Debit;4717,2;52036,73;JPY
ACC03235;Catherine Bates;Savings;San Antonio;Debit;1942,77;27895,58;INR
ACC03236;Billy Olson;Recurring Deposit;Houston;Credit;931,98;44681,22;GBP
ACC03237;Mr. Thomas Johnson;Fixed Deposit;New York;Debit;22,46;70275,97;EUR
ACC03238;Larry Johnson;Fixed Deposit;Houston;Credit;3287,47;66855,67;JPY
ACC03239;Mr. William Warren;Current;Phoenix;Credit;2607,53;79916,38;USD
ACC03240;Dawn Roberts;Current;San Antonio;Credit;3909,77;3299,59;EUR
ACC03241;Christopher Malone;Recurring Deposit;Philadelphia;Credit;2031,34;1735,47;JPY
ACC03242;Caitlyn Gill;Fixed Deposit;New York;Debit;2182,68;32604,33;USD
ACC03243;Kenneth Clark;Current;Phoenix;Debit;560,48;7011,87;EUR
ACC03244;Robert Garcia;Recurring Deposit;San Diego;Credit;1969,82;15390,7;USD
ACC03245;Kyle Palmer;Recurring Deposit;San Antonio;Credit;2481,76;89828,03;USD
ACC03246;Carla Thompson;Current;New York;Credit;4442,67;52159,65;JPY
ACC03247;Phillip Jones;Fixed Deposit;San Antonio;Debit;2155,12;73177,79;JPY
ACC03248;Dr. Jennifer Castillo MD;Fixed Deposit;San Antonio;Credit;3511,09;55412,85;EUR
ACC03249;Melissa Martinez;Savings;San Diego;Debit;3859,72;8083,64;USD
ACC03250;John Clark;Fixed Deposit;Houston;Credit;4849,72;92441,28;JPY
ACC03251;Casey Richards;Recurring Deposit;Chicago;Debit;1061,81;85191,03;INR
ACC03252;Amanda Cole MD;Current;Phoenix;Debit;2840,23;93006,18;JPY
ACC03253;Sandra Hall;Fixed Deposit;Chicago;Credit;4145,89;18719,58;EUR
ACC03254;Scott Thomas;Savings;San Antonio;Debit;4330,51;22846,51;USD
ACC03255;Justin Miranda;Current;Chicago;Debit;1736,47;71228,48;USD
ACC03256;Amanda Kelley;Savings;Philadelphia;Credit;3962,41;13941,77;INR
ACC03257;Roy Smith;Savings;Phoenix;Credit;4005,35;5464,93;USD
ACC03258;Misty Robles;Fixed Deposit;Philadelphia;Debit;1556,68;32720,2;EUR
ACC03259;David Brooks;Current;Phoenix;Credit;4587,58;55324,84;JPY
ACC03260;Joseph Mullen;Savings;Philadelphia;Credit;1238,68;83342,18;INR
ACC03261;Jill Green;Recurring Deposit;Philadelphia;Credit;146,19;17592,99;EUR
ACC03262;Carol Hebert;Fixed Deposit;San Diego;Debit;1617,94;63927,92;GBP
ACC03263;Alexander Whitaker;Recurring Deposit;Philadelphia;Debit;3008,36;79827,11;USD
ACC03264;Joshua Cervantes;Fixed Deposit;Los Angeles;Credit;3660,03;17816,81;EUR
ACC03265;Kyle Moore;Recurring Deposit;San Antonio;Debit;283,68;3101,02;JPY
ACC03266;Vanessa Williams;Recurring Deposit;Chicago;Debit;1958,14;98393,23;JPY
ACC03267;Christian Holmes;Recurring Deposit;San Diego;Credit;2808,9;79616,39;USD
ACC03268;Michael Gray;Savings;Philadelphia;Debit;3640,62;19831,47;EUR
ACC03269;Cynthia Dunn;Recurring Deposit;Philadelphia;Debit;2242,19;58881,62;JPY
ACC03270;Christopher Martin;Fixed Deposit;New York;Debit;2309,63;1359,87;INR
ACC03271;Clifford Hoover;Savings;Chicago;Credit;1507,61;68621,21;EUR
ACC03272;Ashley Schwartz;Savings;Chicago;Credit;2605,62;47468,67;GBP
ACC03273;Frances Hayes;Fixed Deposit;Phoenix;Debit;4747,03;2461,54;USD
ACC03274;William Beck;Recurring Deposit;Chicago;Credit;3042,19;69295,68;JPY
ACC03275;Michelle Chambers;Savings;Chicago;Debit;2392,85;73432,17;USD
ACC03276;William Thornton;Recurring Deposit;New York;Debit;4839,82;44136,65;INR
ACC03277;Susan Sanders;Current;San Diego;Credit;4733,09;21416,56;INR
ACC03278;John Reyes;Fixed Deposit;San Diego;Debit;3249,72;38464,17;GBP
ACC03279;Ashley Phillips;Current;Phoenix;Credit;4061,68;6346,99;JPY
ACC03280;Madison Thompson;Current;Philadelphia;Debit;4625,33;91861,26;INR
ACC03281;William Jackson;Current;Phoenix;Credit;910,63;30025,08;INR
ACC03282;Stephanie Martin;Savings;Los Angeles;Debit;2949,8;94788,53;INR
ACC03283;Joanna Nguyen;Savings;New York;Debit;144,09;77252,04;INR
ACC03284;Katherine Sullivan;Savings;San Diego;Debit;3287,94;13683,01;USD
ACC03285;Stephen Ortega;Recurring Deposit;Houston;Debit;4645,46;56605,65;EUR
ACC03286;Tina Barrera MD;Recurring Deposit;Philadelphia;Credit;422,68;92260,73;JPY
ACC03287;Joshua Werner;Savings;Chicago;Debit;3859,91;57437,24;USD
ACC03288;Stacy Kelly;Recurring Deposit;Chicago;Credit;464,5;21496,93;JPY
ACC03289;Kathleen Thompson;Savings;San Diego;Credit;446,46;20373,93;JPY
ACC03290;Christopher Lamb;Recurring Deposit;Chicago;Credit;3840,26;41035,53;EUR
ACC03291;Tonya King;Recurring Deposit;Chicago;Credit;1689,65;76601,97;GBP
ACC03292;Kirk Gonzalez;Fixed Deposit;San Antonio;Credit;429,63;48196,52;EUR
ACC03293;Jessica Smith;Savings;Phoenix;Credit;2687,78;98498,58;JPY
ACC03294;Aaron Moore;Fixed Deposit;Phoenix;Credit;2999,33;18474,06;EUR
ACC03295;Thomas Evans;Recurring Deposit;San Diego;Debit;1104,26;54059,05;GBP
ACC03296;Derek Booker;Fixed Deposit;Phoenix;Credit;2245,17;43059,5;INR
ACC03297;Anthony Thompson;Savings;New York;Debit;3380,99;21393,71;JPY
ACC03298;Shawn Sullivan;Savings;Philadelphia;Credit;4098,42;75568,47;USD
ACC03299;Christopher Mendoza;Current;Los Angeles;Credit;2605,92;24887,38;EUR
ACC03300;Mr. Jesse Eaton;Current;San Antonio;Debit;2559,43;79522,04;JPY
ACC03301;Billy Hill;Savings;San Diego;Credit;3406,36;19710,03;JPY
ACC03302;Richard Griffith;Recurring Deposit;Houston;Debit;4059,08;88321,32;GBP
ACC03303;David Carter;Fixed Deposit;Los Angeles;Debit;671,27;78258,56;EUR
ACC03304;William Santana;Fixed Deposit;San Antonio;Credit;4168,35;9701,17;JPY
ACC03305;Karina Martinez;Current;San Diego;Debit;60,39;17955,28;INR
ACC03306;David Perry;Savings;Philadelphia;Credit;225,1;70546,72;GBP
ACC03307;Jennifer Rios;Current;Chicago;Debit;3251,93;9910,65;USD
ACC03308;Dawn Bowman;Current;Los Angeles;Credit;879,21;44889,72;USD
ACC03309;Matthew Sanchez;Fixed Deposit;Chicago;Credit;1406,79;11262,07;USD
ACC03310;Robert Ramirez;Current;San Diego;Debit;2618,19;25468,06;INR
ACC03311;Brandon Montes;Current;Chicago;Credit;1383,03;56346,44;INR
ACC03312;John Edwards;Current;Chicago;Debit;4491,2;2290,15;INR
ACC03313;Joan Bernard;Current;San Diego;Credit;1429,49;13563,61;INR
ACC03314;Susan Johnson;Current;Chicago;Credit;1110,23;68185,08;GBP
ACC03315;Amy Morse;Fixed Deposit;Chicago;Debit;746,01;60506,78;JPY
ACC03316;Henry Clark;Savings;New York;Credit;1579,86;93396,72;EUR
ACC03317;Kerry Thompson;Savings;San Antonio;Debit;1529,57;50409,32;INR
ACC03318;Melanie Howell;Savings;San Diego;Debit;4185,3;75185,58;GBP
ACC03319;Joshua Warren;Recurring Deposit;San Antonio;Debit;1899,04;57383,71;EUR
ACC03320;Stacy Edwards;Fixed Deposit;Houston;Debit;340,9;10743,05;GBP
ACC03321;William Lee;Fixed Deposit;New York;Debit;1736,2;26965,71;USD
ACC03322;Andrew Wilcox;Savings;San Antonio;Debit;2717,08;3432,8;JPY
ACC03323;Cody Fowler;Recurring Deposit;Phoenix;Debit;2835,68;15872,16;EUR
ACC03324;Yolanda Watson;Recurring Deposit;Chicago;Credit;3888,9;52818,11;GBP
ACC03325;Frederick Bowman;Savings;Chicago;Credit;1333,9;91203,41;JPY
ACC03326;Toni Noble;Recurring Deposit;Phoenix;Credit;4864,65;949,29;INR
ACC03327;Edward Walters;Fixed Deposit;Houston;Credit;3055,17;38067,33;INR
ACC03328;Denise Fitzgerald;Fixed Deposit;Chicago;Credit;1102,89;92127,88;EUR
ACC03329;Dr. Matthew Baker;Fixed Deposit;New York;Credit;268,79;72130,91;GBP
ACC03330;Alexandria Forbes;Current;New York;Debit;1597,94;11755,01;JPY
ACC03331;Cheryl Diaz;Recurring Deposit;San Diego;Credit;2625,45;54718,67;JPY
ACC03332;Lisa Wilson;Savings;New York;Debit;1369,9;68791,01;JPY
ACC03333;Natalie Simmons;Fixed Deposit;Philadelphia;Debit;1580,44;6271,61;GBP
ACC03334;Thomas Mata;Current;Phoenix;Debit;1139,48;17821,25;USD
ACC03335;Adam Sutton;Recurring Deposit;Chicago;Credit;4415,89;30985,07;JPY
ACC03336;Tyler Berger;Current;Philadelphia;Debit;661,13;48824,75;INR
ACC03337;Alicia Green;Savings;San Diego;Credit;317,05;80841,3;INR
ACC03338;Jonathan Sampson;Savings;Philadelphia;Debit;2930,13;32027,47;USD
ACC03339;Patricia Gutierrez;Current;Phoenix;Debit;4418,98;92904,67;EUR
ACC03340;Andrea Armstrong;Savings;Houston;Credit;2124,62;85677,08;INR
ACC03341;Eric Parrish;Current;Chicago;Credit;377,98;99748,85;GBP
ACC03342;Laura Richardson;Recurring Deposit;Los Angeles;Credit;4386,32;74214,54;JPY
ACC03343;Kara Clark;Savings;Philadelphia;Debit;2667,77;28176,35;INR
ACC03344;Michael Greer;Recurring Deposit;Philadelphia;Debit;1083,17;38694,76;JPY
ACC03345;Melissa Powell;Savings;Chicago;Credit;4274,62;34019,88;EUR
ACC03346;Lisa Sullivan;Recurring Deposit;Philadelphia;Credit;4104,07;47798,85;USD
ACC03347;Shannon Swanson;Current;Philadelphia;Credit;4942,12;93377,67;JPY
ACC03348;Shawn Ashley;Savings;Houston;Debit;1118,3;72956,82;USD
ACC03349;Melanie Thomas;Current;Los Angeles;Credit;4359,2;42872,21;GBP
ACC03350;Kelly Curry;Current;San Antonio;Debit;974,75;91386,97;EUR
ACC03351;Jeanne Clark MD;Savings;Chicago;Debit;2377,07;2128,8;JPY
ACC03352;Bobby Galloway;Current;Houston;Credit;1330,24;99328,44;EUR
ACC03353;Steven Michael;Current;Philadelphia;Debit;148,36;66771,27;INR
ACC03354;Pamela Jones;Fixed Deposit;Phoenix;Debit;3219,69;96180,72;GBP
ACC03355;Patrick Russell;Fixed Deposit;New York;Credit;657,08;5923,06;GBP
ACC03356;Sara Lam;Current;Chicago;Credit;3090,02;79896,85;GBP
ACC03357;Jocelyn Gray;Fixed Deposit;Phoenix;Credit;1364,83;36563,69;JPY
ACC03358;Matthew Waters;Recurring Deposit;Phoenix;Credit;2192,71;68988,55;GBP
ACC03359;Barry Jefferson;Fixed Deposit;San Diego;Credit;4415,22;77774,7;EUR
ACC03360;Christopher Copeland;Savings;Chicago;Credit;4615,62;77138,96;INR
ACC03361;Joseph Beck;Savings;Philadelphia;Credit;4283,62;32977,79;JPY
ACC03362;Erik Phillips;Recurring Deposit;Chicago;Debit;152,11;14980,54;USD
ACC03363;Derek Johnson IV;Savings;Philadelphia;Debit;1429,58;80153,61;USD
ACC03364;Ashley Fox;Current;New York;Debit;4274,75;21505,57;EUR
ACC03365;Justin Rodriguez;Recurring Deposit;New York;Credit;726,42;6747,79;USD
ACC03366;Lisa Shaw;Recurring Deposit;Phoenix;Debit;2724,41;21579,39;EUR
ACC03367;Shannon Garcia;Current;Houston;Debit;2556,36;8403;JPY
ACC03368;Molly Ramos;Recurring Deposit;Chicago;Credit;3782,92;60792,16;INR
